Ethnicity	EducationLevel	GeoRegion	IncomeGroup	source_cooking_fuel_post_eq	Freq
Gurung-Magar	Primary	Hilly	30000-50000	Others	0
Gurung-Magar	Primary	Hilly	30000-50000	Wood	181
Gurung-Magar	Primary	Hilly	50000-ABOVE	Electricity	0
Gurung-Magar	Primary	Hilly	50000-ABOVE	Gobar Gas	1
Gurung-Magar	Primary	Hilly	50000-ABOVE	Kerosene	0
Gurung-Magar	Primary	Hilly	50000-ABOVE	LP Gas	28
Gurung-Magar	Primary	Hilly	50000-ABOVE	Others	0
Gurung-Magar	Primary	Hilly	50000-ABOVE	Wood	53
Gurung-Magar	Primary	Himalayan	0-10000	Electricity	0
Gurung-Magar	Primary	Himalayan	0-10000	Gobar Gas	4
Gurung-Magar	Primary	Himalayan	0-10000	Kerosene	1
Gurung-Magar	Primary	Himalayan	0-10000	LP Gas	66
Gurung-Magar	Primary	Himalayan	0-10000	Others	0
Gurung-Magar	Primary	Himalayan	0-10000	Wood	3330
Gurung-Magar	Primary	Himalayan	10000-20000	Electricity	0
Gurung-Magar	Primary	Himalayan	10000-20000	Gobar Gas	0
Gurung-Magar	Primary	Himalayan	10000-20000	Kerosene	0
Gurung-Magar	Primary	Himalayan	10000-20000	LP Gas	157
Gurung-Magar	Primary	Himalayan	10000-20000	Others	0
Gurung-Magar	Primary	Himalayan	10000-20000	Wood	2360
Gurung-Magar	Primary	Himalayan	20000-30000	Electricity	0
Gurung-Magar	Primary	Himalayan	20000-30000	Gobar Gas	4
Gurung-Magar	Primary	Himalayan	20000-30000	Kerosene	0
Gurung-Magar	Primary	Himalayan	20000-30000	LP Gas	108
Gurung-Magar	Primary	Himalayan	20000-30000	Others	0
Gurung-Magar	Primary	Himalayan	20000-30000	Wood	741
Gurung-Magar	Primary	Himalayan	30000-50000	Electricity	0
Gurung-Magar	Primary	Himalayan	30000-50000	Gobar Gas	0
Gurung-Magar	Primary	Himalayan	30000-50000	Kerosene	0
Gurung-Magar	Primary	Himalayan	30000-50000	LP Gas	57
Gurung-Magar	Primary	Himalayan	30000-50000	Others	1
Gurung-Magar	Primary	Himalayan	30000-50000	Wood	245
Gurung-Magar	Primary	Himalayan	50000-ABOVE	Electricity	0
Gurung-Magar	Primary	Himalayan	50000-ABOVE	Gobar Gas	1
Gurung-Magar	Primary	Himalayan	50000-ABOVE	Kerosene	0
Gurung-Magar	Primary	Himalayan	50000-ABOVE	LP Gas	35
Gurung-Magar	Primary	Himalayan	50000-ABOVE	Others	0
Gurung-Magar	Primary	Himalayan	50000-ABOVE	Wood	89
Gurung-Magar	Secondary	Hilly	0-10000	Electricity	1
Gurung-Magar	Secondary	Hilly	0-10000	Gobar Gas	32
Gurung-Magar	Secondary	Hilly	0-10000	Kerosene	0
Gurung-Magar	Secondary	Hilly	0-10000	LP Gas	331
Gurung-Magar	Secondary	Hilly	0-10000	Others	1
Gurung-Magar	Secondary	Hilly	0-10000	Wood	2688
Gurung-Magar	Secondary	Hilly	10000-20000	Electricity	0
Gurung-Magar	Secondary	Hilly	10000-20000	Gobar Gas	54
Gurung-Magar	Secondary	Hilly	10000-20000	Kerosene	1
Gurung-Magar	Secondary	Hilly	10000-20000	LP Gas	701
Gurung-Magar	Secondary	Hilly	10000-20000	Others	0
Gurung-Magar	Secondary	Hilly	10000-20000	Wood	1835
Gurung-Magar	Secondary	Hilly	20000-30000	Electricity	0
Gurung-Magar	Secondary	Hilly	20000-30000	Gobar Gas	25
Gurung-Magar	Secondary	Hilly	20000-30000	Kerosene	0
Gurung-Magar	Secondary	Hilly	20000-30000	LP Gas	407
Gurung-Magar	Secondary	Hilly	20000-30000	Others	0
Gurung-Magar	Secondary	Hilly	20000-30000	Wood	467
Gurung-Magar	Secondary	Hilly	30000-50000	Electricity	0
Gurung-Magar	Secondary	Hilly	30000-50000	Gobar Gas	5
Gurung-Magar	Secondary	Hilly	30000-50000	Kerosene	0
Gurung-Magar	Secondary	Hilly	30000-50000	LP Gas	127
Gurung-Magar	Secondary	Hilly	30000-50000	Others	0
Gurung-Magar	Secondary	Hilly	30000-50000	Wood	133
Gurung-Magar	Secondary	Hilly	50000-ABOVE	Electricity	0
Gurung-Magar	Secondary	Hilly	50000-ABOVE	Gobar Gas	1
Gurung-Magar	Secondary	Hilly	50000-ABOVE	Kerosene	0
Gurung-Magar	Secondary	Hilly	50000-ABOVE	LP Gas	65
Gurung-Magar	Secondary	Hilly	50000-ABOVE	Others	0
Gurung-Magar	Secondary	Hilly	50000-ABOVE	Wood	33
Gurung-Magar	Secondary	Himalayan	0-10000	Electricity	0
Gurung-Magar	Secondary	Himalayan	0-10000	Gobar Gas	5
Gurung-Magar	Secondary	Himalayan	0-10000	Kerosene	1
Gurung-Magar	Secondary	Himalayan	0-10000	LP Gas	68
Gurung-Magar	Secondary	Himalayan	0-10000	Others	1
Gurung-Magar	Secondary	Himalayan	0-10000	Wood	1332
Gurung-Magar	Secondary	Himalayan	10000-20000	Electricity	1
Gurung-Magar	Secondary	Himalayan	10000-20000	Gobar Gas	4
Gurung-Magar	Secondary	Himalayan	10000-20000	Kerosene	2
Gurung-Magar	Secondary	Himalayan	10000-20000	LP Gas	196
Gurung-Magar	Secondary	Himalayan	10000-20000	Others	2
Gurung-Magar	Secondary	Himalayan	10000-20000	Wood	1448
Gurung-Magar	Secondary	Himalayan	20000-30000	Electricity	0
Gurung-Magar	Secondary	Himalayan	20000-30000	Gobar Gas	3
Gurung-Magar	Secondary	Himalayan	20000-30000	Kerosene	0
Gurung-Magar	Secondary	Himalayan	20000-30000	LP Gas	119
Gurung-Magar	Secondary	Himalayan	20000-30000	Others	1
Gurung-Magar	Secondary	Himalayan	20000-30000	Wood	504
Gurung-Magar	Secondary	Himalayan	30000-50000	Electricity	0
Gurung-Magar	Secondary	Himalayan	30000-50000	Gobar Gas	2
Gurung-Magar	Secondary	Himalayan	30000-50000	Kerosene	0
Gurung-Magar	Secondary	Himalayan	30000-50000	LP Gas	46
Gurung-Magar	Secondary	Himalayan	30000-50000	Others	0
Gurung-Magar	Secondary	Himalayan	30000-50000	Wood	163
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	Electricity	0
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	Gobar Gas	0
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	Kerosene	0
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	LP Gas	26
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	Others	0
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	Wood	59
Gurung-Magar	University	Hilly	0-10000	Electricity	0
Gurung-Magar	University	Hilly	0-10000	Gobar Gas	1
Gurung-Magar	University	Hilly	0-10000	Kerosene	0
Gurung-Magar	University	Hilly	0-10000	LP Gas	13
Gurung-Magar	University	Hilly	0-10000	Others	0
Gurung-Magar	University	Hilly	0-10000	Wood	49
Gurung-Magar	University	Hilly	10000-20000	Electricity	0
Gurung-Magar	University	Hilly	10000-20000	Gobar Gas	0
Gurung-Magar	University	Hilly	10000-20000	Kerosene	0
Gurung-Magar	University	Hilly	10000-20000	LP Gas	43
Gurung-Magar	University	Hilly	10000-20000	Others	1
Gurung-Magar	University	Hilly	10000-20000	Wood	111
Gurung-Magar	University	Hilly	20000-30000	Electricity	0
Gurung-Magar	University	Hilly	20000-30000	Gobar Gas	0
Gurung-Magar	University	Hilly	20000-30000	Kerosene	0
Gurung-Magar	University	Hilly	20000-30000	LP Gas	39
Gurung-Magar	University	Hilly	20000-30000	Others	0
Gurung-Magar	University	Hilly	20000-30000	Wood	55
Gurung-Magar	University	Hilly	30000-50000	Electricity	0
Gurung-Magar	University	Hilly	30000-50000	Gobar Gas	0
Gurung-Magar	University	Hilly	30000-50000	Kerosene	0
Gurung-Magar	University	Hilly	30000-50000	LP Gas	13
Gurung-Magar	University	Hilly	30000-50000	Others	0
Gurung-Magar	University	Hilly	30000-50000	Wood	12
Gurung-Magar	University	Hilly	50000-ABOVE	Electricity	0
Gurung-Magar	University	Hilly	50000-ABOVE	Gobar Gas	1
Gurung-Magar	University	Hilly	50000-ABOVE	Kerosene	0
Gurung-Magar	University	Hilly	50000-ABOVE	LP Gas	8
Gurung-Magar	University	Hilly	50000-ABOVE	Others	0
Gurung-Magar	University	Hilly	50000-ABOVE	Wood	3
Gurung-Magar	University	Himalayan	0-10000	Electricity	0
Gurung-Magar	University	Himalayan	0-10000	Gobar Gas	0
Gurung-Magar	University	Himalayan	0-10000	Kerosene	0
Gurung-Magar	University	Himalayan	0-10000	LP Gas	4
Gurung-Magar	University	Himalayan	0-10000	Others	0
Gurung-Magar	University	Himalayan	0-10000	Wood	24
Gurung-Magar	University	Himalayan	10000-20000	Electricity	0
Gurung-Magar	University	Himalayan	10000-20000	Gobar Gas	0
Gurung-Magar	University	Himalayan	10000-20000	Kerosene	0
Gurung-Magar	University	Himalayan	10000-20000	LP Gas	12
Gurung-Magar	University	Himalayan	10000-20000	Others	1
Gurung-Magar	University	Himalayan	10000-20000	Wood	80
Gurung-Magar	University	Himalayan	20000-30000	Electricity	0
Gurung-Magar	University	Himalayan	20000-30000	Gobar Gas	0
Gurung-Magar	University	Himalayan	20000-30000	Kerosene	0
Gurung-Magar	University	Himalayan	20000-30000	LP Gas	5
Gurung-Magar	University	Himalayan	20000-30000	Others	0
Gurung-Magar	University	Himalayan	20000-30000	Wood	38
Gurung-Magar	University	Himalayan	30000-50000	Electricity	0
Gurung-Magar	University	Himalayan	30000-50000	Gobar Gas	0
Gurung-Magar	University	Himalayan	30000-50000	Kerosene	0
Gurung-Magar	University	Himalayan	30000-50000	LP Gas	11
Gurung-Magar	University	Himalayan	30000-50000	Others	0
Gurung-Magar	University	Himalayan	30000-50000	Wood	14
Gurung-Magar	University	Himalayan	50000-ABOVE	Electricity	0
Gurung-Magar	University	Himalayan	50000-ABOVE	Gobar Gas	0
Gurung-Magar	University	Himalayan	50000-ABOVE	Kerosene	0
Gurung-Magar	University	Himalayan	50000-ABOVE	LP Gas	4
Gurung-Magar	University	Himalayan	50000-ABOVE	Others	0
Gurung-Magar	University	Himalayan	50000-ABOVE	Wood	9
Madhesi	Illiterate	Hilly	0-10000	Electricity	0
Madhesi	Illiterate	Hilly	0-10000	Gobar Gas	0
Madhesi	Illiterate	Hilly	0-10000	Kerosene	0
Madhesi	Illiterate	Hilly	0-10000	LP Gas	27
Madhesi	Illiterate	Hilly	0-10000	Others	2
Madhesi	Illiterate	Hilly	0-10000	Wood	614
Madhesi	Illiterate	Hilly	10000-20000	Electricity	0
Madhesi	Illiterate	Hilly	10000-20000	Gobar Gas	2
Madhesi	Illiterate	Hilly	10000-20000	Kerosene	0
Madhesi	Illiterate	Hilly	10000-20000	LP Gas	70
Madhesi	Illiterate	Hilly	10000-20000	Others	0
Madhesi	Illiterate	Hilly	10000-20000	Wood	127
Madhesi	Illiterate	Hilly	20000-30000	Electricity	0
Madhesi	Illiterate	Hilly	20000-30000	Gobar Gas	0
Madhesi	Illiterate	Hilly	20000-30000	Kerosene	0
Madhesi	Illiterate	Hilly	20000-30000	LP Gas	34
Madhesi	Illiterate	Hilly	20000-30000	Others	0
Madhesi	Illiterate	Hilly	20000-30000	Wood	40
Madhesi	Illiterate	Hilly	30000-50000	Electricity	0
Madhesi	Illiterate	Hilly	30000-50000	Gobar Gas	0
Madhesi	Illiterate	Hilly	30000-50000	Kerosene	0
Madhesi	Illiterate	Hilly	30000-50000	LP Gas	11
Madhesi	Illiterate	Hilly	30000-50000	Others	0
Madhesi	Illiterate	Hilly	30000-50000	Wood	4
Madhesi	Illiterate	Hilly	50000-ABOVE	Electricity	0
Madhesi	Illiterate	Hilly	50000-ABOVE	Gobar Gas	0
Madhesi	Illiterate	Hilly	50000-ABOVE	Kerosene	0
Madhesi	Illiterate	Hilly	50000-ABOVE	LP Gas	4
Madhesi	Illiterate	Hilly	50000-ABOVE	Others	0
Madhesi	Illiterate	Hilly	50000-ABOVE	Wood	0
Madhesi	Illiterate	Himalayan	0-10000	Electricity	0
Madhesi	Illiterate	Himalayan	0-10000	Gobar Gas	0
Madhesi	Illiterate	Himalayan	0-10000	Kerosene	0
Madhesi	Illiterate	Himalayan	0-10000	LP Gas	6
Madhesi	Illiterate	Himalayan	0-10000	Others	0
Madhesi	Illiterate	Himalayan	0-10000	Wood	240
Madhesi	Illiterate	Himalayan	10000-20000	Electricity	0
Madhesi	Illiterate	Himalayan	10000-20000	Gobar Gas	0
Madhesi	Illiterate	Himalayan	10000-20000	Kerosene	0
Madhesi	Illiterate	Himalayan	10000-20000	LP Gas	2
Madhesi	Illiterate	Himalayan	10000-20000	Others	0
Madhesi	Illiterate	Himalayan	10000-20000	Wood	69
Madhesi	Illiterate	Himalayan	20000-30000	Electricity	0
Madhesi	Illiterate	Himalayan	20000-30000	Gobar Gas	0
Madhesi	Illiterate	Himalayan	20000-30000	Kerosene	0
Madhesi	Illiterate	Himalayan	20000-30000	LP Gas	2
Madhesi	Illiterate	Himalayan	20000-30000	Others	0
Madhesi	Illiterate	Himalayan	20000-30000	Wood	21
Madhesi	Illiterate	Himalayan	30000-50000	Electricity	0
Madhesi	Illiterate	Himalayan	30000-50000	Gobar Gas	0
Madhesi	Illiterate	Himalayan	30000-50000	Kerosene	0
Madhesi	Illiterate	Himalayan	30000-50000	LP Gas	0
Madhesi	Illiterate	Himalayan	30000-50000	Others	0
Madhesi	Illiterate	Himalayan	30000-50000	Wood	12
Madhesi	Illiterate	Himalayan	50000-ABOVE	Electricity	0
Madhesi	Illiterate	Himalayan	50000-ABOVE	Gobar Gas	0
Madhesi	Illiterate	Himalayan	50000-ABOVE	Kerosene	0
Madhesi	Illiterate	Himalayan	50000-ABOVE	LP Gas	0
Madhesi	Illiterate	Himalayan	50000-ABOVE	Others	0
Madhesi	Illiterate	Himalayan	50000-ABOVE	Wood	3
Madhesi	NonFormal-Other	Hilly	0-10000	Electricity	0
Madhesi	NonFormal-Other	Hilly	0-10000	Gobar Gas	0
Madhesi	NonFormal-Other	Hilly	0-10000	Kerosene	0
Madhesi	NonFormal-Other	Hilly	0-10000	LP Gas	19
Madhesi	NonFormal-Other	Hilly	0-10000	Others	0
Madhesi	NonFormal-Other	Hilly	0-10000	Wood	148
Madhesi	NonFormal-Other	Hilly	10000-20000	Electricity	0
Madhesi	NonFormal-Other	Hilly	10000-20000	Gobar Gas	1
Madhesi	NonFormal-Other	Hilly	10000-20000	Kerosene	1
Madhesi	NonFormal-Other	Hilly	10000-20000	LP Gas	45
Madhesi	NonFormal-Other	Hilly	10000-20000	Others	0
Madhesi	NonFormal-Other	Hilly	10000-20000	Wood	72
Madhesi	NonFormal-Other	Hilly	20000-30000	Electricity	0
Madhesi	NonFormal-Other	Hilly	20000-30000	Gobar Gas	0
Madhesi	NonFormal-Other	Hilly	20000-30000	Kerosene	0
Madhesi	NonFormal-Other	Hilly	20000-30000	LP Gas	27
Madhesi	NonFormal-Other	Hilly	20000-30000	Others	0
Madhesi	NonFormal-Other	Hilly	20000-30000	Wood	21
Madhesi	NonFormal-Other	Hilly	30000-50000	Electricity	0
Madhesi	NonFormal-Other	Hilly	30000-50000	Gobar Gas	0
Madhesi	NonFormal-Other	Hilly	30000-50000	Kerosene	0
Madhesi	NonFormal-Other	Hilly	30000-50000	LP Gas	8
Madhesi	NonFormal-Other	Hilly	30000-50000	Others	0
Madhesi	NonFormal-Other	Hilly	30000-50000	Wood	4
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	Electricity	0
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	Gobar Gas	0
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	Kerosene	0
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	LP Gas	5
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	Others	0
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	Wood	4
Madhesi	NonFormal-Other	Himalayan	0-10000	Electricity	0
Madhesi	NonFormal-Other	Himalayan	0-10000	Gobar Gas	0
Madhesi	NonFormal-Other	Himalayan	0-10000	Kerosene	0
Madhesi	NonFormal-Other	Himalayan	0-10000	LP Gas	0
Madhesi	NonFormal-Other	Himalayan	0-10000	Others	0
Madhesi	NonFormal-Other	Himalayan	0-10000	Wood	109
Madhesi	NonFormal-Other	Himalayan	10000-20000	Electricity	0
Madhesi	NonFormal-Other	Himalayan	10000-20000	Gobar Gas	0
Madhesi	NonFormal-Other	Himalayan	10000-20000	Kerosene	1
Madhesi	NonFormal-Other	Himalayan	10000-20000	LP Gas	6
Madhesi	NonFormal-Other	Himalayan	10000-20000	Others	0
Madhesi	NonFormal-Other	Himalayan	10000-20000	Wood	51
Madhesi	NonFormal-Other	Himalayan	20000-30000	Electricity	0
Madhesi	NonFormal-Other	Himalayan	20000-30000	Gobar Gas	0
Madhesi	NonFormal-Other	Himalayan	20000-30000	Kerosene	0
Madhesi	NonFormal-Other	Himalayan	20000-30000	LP Gas	6
Madhesi	NonFormal-Other	Himalayan	20000-30000	Others	0
Madhesi	NonFormal-Other	Himalayan	20000-30000	Wood	22
Madhesi	NonFormal-Other	Himalayan	30000-50000	Electricity	0
Madhesi	NonFormal-Other	Himalayan	30000-50000	Gobar Gas	0
Madhesi	NonFormal-Other	Himalayan	30000-50000	Kerosene	0
Madhesi	NonFormal-Other	Himalayan	30000-50000	LP Gas	0
Madhesi	NonFormal-Other	Himalayan	30000-50000	Others	0
Madhesi	NonFormal-Other	Himalayan	30000-50000	Wood	5
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	Electricity	0
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	Gobar Gas	0
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	Kerosene	0
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	LP Gas	1
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	Others	0
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	Wood	1
Madhesi	Primary	Hilly	0-10000	Electricity	0
Madhesi	Primary	Hilly	0-10000	Gobar Gas	5
Madhesi	Primary	Hilly	0-10000	Kerosene	1
Madhesi	Primary	Hilly	0-10000	LP Gas	41
Madhesi	Primary	Hilly	0-10000	Others	1
Madhesi	Primary	Hilly	0-10000	Wood	157
Madhesi	Primary	Hilly	10000-20000	Electricity	0
Madhesi	Primary	Hilly	10000-20000	Gobar Gas	1
Madhesi	Primary	Hilly	10000-20000	Kerosene	0
Madhesi	Primary	Hilly	10000-20000	LP Gas	124
Madhesi	Primary	Hilly	10000-20000	Others	0
Madhesi	Primary	Hilly	10000-20000	Wood	97
Madhesi	Primary	Hilly	20000-30000	Electricity	0
Madhesi	Primary	Hilly	20000-30000	Gobar Gas	2
Madhesi	Primary	Hilly	20000-30000	Kerosene	0
Madhesi	Primary	Hilly	20000-30000	LP Gas	53
Madhesi	Primary	Hilly	20000-30000	Others	0
Madhesi	Primary	Hilly	20000-30000	Wood	16
Madhesi	Primary	Hilly	30000-50000	Electricity	0
Madhesi	Primary	Hilly	30000-50000	Gobar Gas	0
Madhesi	Primary	Hilly	30000-50000	Kerosene	0
Madhesi	Primary	Hilly	30000-50000	LP Gas	13
Madhesi	Primary	Hilly	30000-50000	Others	0
Madhesi	Primary	Hilly	30000-50000	Wood	10
Madhesi	Primary	Hilly	50000-ABOVE	Electricity	0
Madhesi	Primary	Hilly	50000-ABOVE	Gobar Gas	0
Madhesi	Primary	Hilly	50000-ABOVE	Kerosene	0
Madhesi	Primary	Hilly	50000-ABOVE	LP Gas	6
Madhesi	Primary	Hilly	50000-ABOVE	Others	0
Madhesi	Primary	Hilly	50000-ABOVE	Wood	5
Madhesi	Primary	Himalayan	0-10000	Electricity	0
Madhesi	Primary	Himalayan	0-10000	Gobar Gas	0
Madhesi	Primary	Himalayan	0-10000	Kerosene	0
Madhesi	Primary	Himalayan	0-10000	LP Gas	8
Madhesi	Primary	Himalayan	0-10000	Others	0
Madhesi	Primary	Himalayan	0-10000	Wood	107
Madhesi	Primary	Himalayan	10000-20000	Electricity	0
Madhesi	Primary	Himalayan	10000-20000	Gobar Gas	0
Madhesi	Primary	Himalayan	10000-20000	Kerosene	0
Madhesi	Primary	Himalayan	10000-20000	LP Gas	9
Madhesi	Primary	Himalayan	10000-20000	Others	0
Madhesi	Primary	Himalayan	10000-20000	Wood	61
Madhesi	Primary	Himalayan	20000-30000	Electricity	0
Madhesi	Primary	Himalayan	20000-30000	Gobar Gas	0
Madhesi	Primary	Himalayan	20000-30000	Kerosene	0
Madhesi	Primary	Himalayan	20000-30000	LP Gas	8
Madhesi	Primary	Himalayan	20000-30000	Others	0
Madhesi	Primary	Himalayan	20000-30000	Wood	32
Madhesi	Primary	Himalayan	30000-50000	Electricity	0
Madhesi	Primary	Himalayan	30000-50000	Gobar Gas	0
Madhesi	Primary	Himalayan	30000-50000	Kerosene	0
Madhesi	Primary	Himalayan	30000-50000	LP Gas	0
Madhesi	Primary	Himalayan	30000-50000	Others	0
Madhesi	Primary	Himalayan	30000-50000	Wood	6
Madhesi	Primary	Himalayan	50000-ABOVE	Electricity	0
Madhesi	Primary	Himalayan	50000-ABOVE	Gobar Gas	0
Madhesi	Primary	Himalayan	50000-ABOVE	Kerosene	0
Madhesi	Primary	Himalayan	50000-ABOVE	LP Gas	0
Madhesi	Primary	Himalayan	50000-ABOVE	Others	0
Madhesi	Primary	Himalayan	50000-ABOVE	Wood	2
Madhesi	Secondary	Hilly	0-10000	Electricity	0
Madhesi	Secondary	Hilly	0-10000	Gobar Gas	0
Madhesi	Secondary	Hilly	0-10000	Kerosene	0
Madhesi	Secondary	Hilly	0-10000	LP Gas	75
Madhesi	Secondary	Hilly	0-10000	Others	0
Madhesi	Secondary	Hilly	0-10000	Wood	98
Madhesi	Secondary	Hilly	10000-20000	Electricity	0
Madhesi	Secondary	Hilly	10000-20000	Gobar Gas	0
Madhesi	Secondary	Hilly	10000-20000	Kerosene	0
Madhesi	Secondary	Hilly	10000-20000	LP Gas	229
Madhesi	Secondary	Hilly	10000-20000	Others	3
Madhesi	Secondary	Hilly	10000-20000	Wood	117
Madhesi	Secondary	Hilly	20000-30000	Electricity	0
Madhesi	Secondary	Hilly	20000-30000	Gobar Gas	0
Madhesi	Secondary	Hilly	20000-30000	Kerosene	1
Madhesi	Secondary	Hilly	20000-30000	LP Gas	143
Madhesi	Secondary	Hilly	20000-30000	Others	1
Madhesi	Secondary	Hilly	20000-30000	Wood	29
Madhesi	Secondary	Hilly	30000-50000	Electricity	1
Madhesi	Secondary	Hilly	30000-50000	Gobar Gas	1
Madhesi	Secondary	Hilly	30000-50000	Kerosene	1
Madhesi	Secondary	Hilly	30000-50000	LP Gas	51
Madhesi	Secondary	Hilly	30000-50000	Others	0
Madhesi	Secondary	Hilly	30000-50000	Wood	8
Madhesi	Secondary	Hilly	50000-ABOVE	Electricity	0
Madhesi	Secondary	Hilly	50000-ABOVE	Gobar Gas	0
Madhesi	Secondary	Hilly	50000-ABOVE	Kerosene	0
Madhesi	Secondary	Hilly	50000-ABOVE	LP Gas	18
Madhesi	Secondary	Hilly	50000-ABOVE	Others	0
Madhesi	Secondary	Hilly	50000-ABOVE	Wood	5
Madhesi	Secondary	Himalayan	0-10000	Electricity	0
Madhesi	Secondary	Himalayan	0-10000	Gobar Gas	0
Madhesi	Secondary	Himalayan	0-10000	Kerosene	0
Madhesi	Secondary	Himalayan	0-10000	LP Gas	5
Madhesi	Secondary	Himalayan	0-10000	Others	0
Madhesi	Secondary	Himalayan	0-10000	Wood	29
Madhesi	Secondary	Himalayan	10000-20000	Electricity	2
Madhesi	Secondary	Himalayan	10000-20000	Gobar Gas	0
Madhesi	Secondary	Himalayan	10000-20000	Kerosene	0
Madhesi	Secondary	Himalayan	10000-20000	LP Gas	16
Madhesi	Secondary	Himalayan	10000-20000	Others	0
Madhesi	Secondary	Himalayan	10000-20000	Wood	41
Madhesi	Secondary	Himalayan	20000-30000	Electricity	0
Madhesi	Secondary	Himalayan	20000-30000	Gobar Gas	0
Madhesi	Secondary	Himalayan	20000-30000	Kerosene	0
Madhesi	Secondary	Himalayan	20000-30000	LP Gas	13
Madhesi	Secondary	Himalayan	20000-30000	Others	0
Madhesi	Secondary	Himalayan	20000-30000	Wood	22
Madhesi	Secondary	Himalayan	30000-50000	Electricity	0
Madhesi	Secondary	Himalayan	30000-50000	Gobar Gas	0
Madhesi	Secondary	Himalayan	30000-50000	Kerosene	1
Madhesi	Secondary	Himalayan	30000-50000	LP Gas	1
Madhesi	Secondary	Himalayan	30000-50000	Others	0
Madhesi	Secondary	Himalayan	30000-50000	Wood	5
Madhesi	Secondary	Himalayan	50000-ABOVE	Electricity	0
Madhesi	Secondary	Himalayan	50000-ABOVE	Gobar Gas	0
Madhesi	Secondary	Himalayan	50000-ABOVE	Kerosene	0
Madhesi	Secondary	Himalayan	50000-ABOVE	LP Gas	2
Madhesi	Secondary	Himalayan	50000-ABOVE	Others	0
Madhesi	Secondary	Himalayan	50000-ABOVE	Wood	1
Madhesi	University	Hilly	0-10000	Electricity	0
Madhesi	University	Hilly	0-10000	Gobar Gas	0
Madhesi	University	Hilly	0-10000	Kerosene	0
Madhesi	University	Hilly	0-10000	LP Gas	11
Madhesi	University	Hilly	0-10000	Others	0
Madhesi	University	Hilly	0-10000	Wood	9
Madhesi	University	Hilly	10000-20000	Electricity	1
Madhesi	University	Hilly	10000-20000	Gobar Gas	0
Madhesi	University	Hilly	10000-20000	Kerosene	0
Madhesi	University	Hilly	10000-20000	LP Gas	48
Madhesi	University	Hilly	10000-20000	Others	1
Madhesi	University	Hilly	10000-20000	Wood	32
Madhesi	University	Hilly	20000-30000	Electricity	0
Madhesi	University	Hilly	20000-30000	Gobar Gas	0
Madhesi	University	Hilly	20000-30000	Kerosene	0
Madhesi	University	Hilly	20000-30000	LP Gas	68
Madhesi	University	Hilly	20000-30000	Others	4
Madhesi	University	Hilly	20000-30000	Wood	17
Madhesi	University	Hilly	30000-50000	Electricity	0
Madhesi	University	Hilly	30000-50000	Gobar Gas	0
Madhesi	University	Hilly	30000-50000	Kerosene	0
Madhesi	University	Hilly	30000-50000	LP Gas	15
Madhesi	University	Hilly	30000-50000	Others	0
Madhesi	University	Hilly	30000-50000	Wood	6
Madhesi	University	Hilly	50000-ABOVE	Electricity	0
Madhesi	University	Hilly	50000-ABOVE	Gobar Gas	0
Madhesi	University	Hilly	50000-ABOVE	Kerosene	0
Madhesi	University	Hilly	50000-ABOVE	LP Gas	15
Madhesi	University	Hilly	50000-ABOVE	Others	0
Madhesi	University	Hilly	50000-ABOVE	Wood	0
Madhesi	University	Himalayan	0-10000	Electricity	0
Madhesi	University	Himalayan	0-10000	Gobar Gas	0
Madhesi	University	Himalayan	0-10000	Kerosene	0
Madhesi	University	Himalayan	0-10000	LP Gas	1
Madhesi	University	Himalayan	0-10000	Others	0
Madhesi	University	Himalayan	0-10000	Wood	5
Madhesi	University	Himalayan	10000-20000	Electricity	1
Madhesi	University	Himalayan	10000-20000	Gobar Gas	1
Madhesi	University	Himalayan	10000-20000	Kerosene	0
Madhesi	University	Himalayan	10000-20000	LP Gas	5
Madhesi	University	Himalayan	10000-20000	Others	0
Madhesi	University	Himalayan	10000-20000	Wood	5
Madhesi	University	Himalayan	20000-30000	Electricity	0
Madhesi	University	Himalayan	20000-30000	Gobar Gas	0
Madhesi	University	Himalayan	20000-30000	Kerosene	0
Madhesi	University	Himalayan	20000-30000	LP Gas	9
Madhesi	University	Himalayan	20000-30000	Others	0
Madhesi	University	Himalayan	20000-30000	Wood	10
Madhesi	University	Himalayan	30000-50000	Electricity	0
Madhesi	University	Himalayan	30000-50000	Gobar Gas	0
Madhesi	University	Himalayan	30000-50000	Kerosene	0
