Ethnicity	EducationLevel	GeoRegion	IncomeGroup	source_cooking_fuel_post_eq	Freq
Rai-Limbu	University	Himalayan	10000-20000	Kerosene	0
Rai-Limbu	University	Himalayan	10000-20000	LP Gas	12
Rai-Limbu	University	Himalayan	10000-20000	Others	0
Rai-Limbu	University	Himalayan	10000-20000	Wood	74
Rai-Limbu	University	Himalayan	20000-30000	Electricity	0
Rai-Limbu	University	Himalayan	20000-30000	Gobar Gas	0
Rai-Limbu	University	Himalayan	20000-30000	Kerosene	0
Rai-Limbu	University	Himalayan	20000-30000	LP Gas	15
Rai-Limbu	University	Himalayan	20000-30000	Others	0
Rai-Limbu	University	Himalayan	20000-30000	Wood	37
Rai-Limbu	University	Himalayan	30000-50000	Electricity	0
Rai-Limbu	University	Himalayan	30000-50000	Gobar Gas	0
Rai-Limbu	University	Himalayan	30000-50000	Kerosene	0
Rai-Limbu	University	Himalayan	30000-50000	LP Gas	7
Rai-Limbu	University	Himalayan	30000-50000	Others	0
Rai-Limbu	University	Himalayan	30000-50000	Wood	8
Rai-Limbu	University	Himalayan	50000-ABOVE	Electricity	0
Rai-Limbu	University	Himalayan	50000-ABOVE	Gobar Gas	0
Rai-Limbu	University	Himalayan	50000-ABOVE	Kerosene	0
Rai-Limbu	University	Himalayan	50000-ABOVE	LP Gas	3
Rai-Limbu	University	Himalayan	50000-ABOVE	Others	0
Rai-Limbu	University	Himalayan	50000-ABOVE	Wood	6
Tamang	Illiterate	Hilly	0-10000	Electricity	5
Tamang	Illiterate	Hilly	0-10000	Gobar Gas	134
Tamang	Illiterate	Hilly	0-10000	Kerosene	4
Tamang	Illiterate	Hilly	0-10000	LP Gas	501
Tamang	Illiterate	Hilly	0-10000	Others	25
Tamang	Illiterate	Hilly	0-10000	Wood	34857
Tamang	Illiterate	Hilly	10000-20000	Electricity	1
Tamang	Illiterate	Hilly	10000-20000	Gobar Gas	95
Tamang	Illiterate	Hilly	10000-20000	Kerosene	1
Tamang	Illiterate	Hilly	10000-20000	LP Gas	760
Tamang	Illiterate	Hilly	10000-20000	Others	1
Tamang	Illiterate	Hilly	10000-20000	Wood	10102
Tamang	Illiterate	Hilly	20000-30000	Electricity	0
Tamang	Illiterate	Hilly	20000-30000	Gobar Gas	24
Tamang	Illiterate	Hilly	20000-30000	Kerosene	1
Tamang	Illiterate	Hilly	20000-30000	LP Gas	260
Tamang	Illiterate	Hilly	20000-30000	Others	0
Tamang	Illiterate	Hilly	20000-30000	Wood	2213
Tamang	Illiterate	Hilly	30000-50000	Electricity	1
Tamang	Illiterate	Hilly	30000-50000	Gobar Gas	17
Tamang	Illiterate	Hilly	30000-50000	Kerosene	0
Tamang	Illiterate	Hilly	30000-50000	LP Gas	74
Tamang	Illiterate	Hilly	30000-50000	Others	0
Tamang	Illiterate	Hilly	30000-50000	Wood	686
Tamang	Illiterate	Hilly	50000-ABOVE	Electricity	0
Tamang	Illiterate	Hilly	50000-ABOVE	Gobar Gas	8
Tamang	Illiterate	Hilly	50000-ABOVE	Kerosene	0
Tamang	Illiterate	Hilly	50000-ABOVE	LP Gas	27
Tamang	Illiterate	Hilly	50000-ABOVE	Others	0
Tamang	Illiterate	Hilly	50000-ABOVE	Wood	193
Tamang	Illiterate	Himalayan	0-10000	Electricity	3
Tamang	Illiterate	Himalayan	0-10000	Gobar Gas	17
Tamang	Illiterate	Himalayan	0-10000	Kerosene	4
Tamang	Illiterate	Himalayan	0-10000	LP Gas	266
Tamang	Illiterate	Himalayan	0-10000	Others	22
Tamang	Illiterate	Himalayan	0-10000	Wood	30511
Tamang	Illiterate	Himalayan	10000-20000	Electricity	0
Tamang	Illiterate	Himalayan	10000-20000	Gobar Gas	4
Tamang	Illiterate	Himalayan	10000-20000	Kerosene	1
Tamang	Illiterate	Himalayan	10000-20000	LP Gas	319
Tamang	Illiterate	Himalayan	10000-20000	Others	3
Tamang	Illiterate	Himalayan	10000-20000	Wood	8946
Tamang	Illiterate	Himalayan	20000-30000	Electricity	0
Tamang	Illiterate	Himalayan	20000-30000	Gobar Gas	2
Tamang	Illiterate	Himalayan	20000-30000	Kerosene	1
Tamang	Illiterate	Himalayan	20000-30000	LP Gas	203
Tamang	Illiterate	Himalayan	20000-30000	Others	1
Tamang	Illiterate	Himalayan	20000-30000	Wood	2700
Tamang	Illiterate	Himalayan	30000-50000	Electricity	1
Tamang	Illiterate	Himalayan	30000-50000	Gobar Gas	1
Tamang	Illiterate	Himalayan	30000-50000	Kerosene	0
Tamang	Illiterate	Himalayan	30000-50000	LP Gas	75
Tamang	Illiterate	Himalayan	30000-50000	Others	0
Tamang	Illiterate	Himalayan	30000-50000	Wood	710
Tamang	Illiterate	Himalayan	50000-ABOVE	Electricity	0
Tamang	Illiterate	Himalayan	50000-ABOVE	Gobar Gas	0
Tamang	Illiterate	Himalayan	50000-ABOVE	Kerosene	0
Tamang	Illiterate	Himalayan	50000-ABOVE	LP Gas	44
Tamang	Illiterate	Himalayan	50000-ABOVE	Others	1
Tamang	Illiterate	Himalayan	50000-ABOVE	Wood	202
Tamang	NonFormal-Other	Hilly	0-10000	Electricity	2
Tamang	NonFormal-Other	Hilly	0-10000	Gobar Gas	107
Tamang	NonFormal-Other	Hilly	0-10000	Kerosene	6
Tamang	NonFormal-Other	Hilly	0-10000	LP Gas	291
Tamang	NonFormal-Other	Hilly	0-10000	Others	3
Tamang	NonFormal-Other	Hilly	0-10000	Wood	13880
Tamang	NonFormal-Other	Hilly	10000-20000	Electricity	0
Tamang	NonFormal-Other	Hilly	10000-20000	Gobar Gas	59
Tamang	NonFormal-Other	Hilly	10000-20000	Kerosene	2
Tamang	NonFormal-Other	Hilly	10000-20000	LP Gas	716
Tamang	NonFormal-Other	Hilly	10000-20000	Others	4
Tamang	NonFormal-Other	Hilly	10000-20000	Wood	6576
Tamang	NonFormal-Other	Hilly	20000-30000	Electricity	0
Tamang	NonFormal-Other	Hilly	20000-30000	Gobar Gas	29
Tamang	NonFormal-Other	Hilly	20000-30000	Kerosene	0
Tamang	NonFormal-Other	Hilly	20000-30000	LP Gas	352
Tamang	NonFormal-Other	Hilly	20000-30000	Others	1
Tamang	NonFormal-Other	Hilly	20000-30000	Wood	1598
Tamang	NonFormal-Other	Hilly	30000-50000	Electricity	0
Tamang	NonFormal-Other	Hilly	30000-50000	Gobar Gas	5
Tamang	NonFormal-Other	Hilly	30000-50000	Kerosene	0
Tamang	NonFormal-Other	Hilly	30000-50000	LP Gas	85
Tamang	NonFormal-Other	Hilly	30000-50000	Others	1
Tamang	NonFormal-Other	Hilly	30000-50000	Wood	387
Tamang	NonFormal-Other	Hilly	50000-ABOVE	Electricity	0
Tamang	NonFormal-Other	Hilly	50000-ABOVE	Gobar Gas	6
Tamang	NonFormal-Other	Hilly	50000-ABOVE	Kerosene	0
Tamang	NonFormal-Other	Hilly	50000-ABOVE	LP Gas	43
Tamang	NonFormal-Other	Hilly	50000-ABOVE	Others	0
Tamang	NonFormal-Other	Hilly	50000-ABOVE	Wood	122
Tamang	NonFormal-Other	Himalayan	0-10000	Electricity	3
Tamang	NonFormal-Other	Himalayan	0-10000	Gobar Gas	15
Tamang	NonFormal-Other	Himalayan	0-10000	Kerosene	2
Tamang	NonFormal-Other	Himalayan	0-10000	LP Gas	155
Tamang	NonFormal-Other	Himalayan	0-10000	Others	5
Tamang	NonFormal-Other	Himalayan	0-10000	Wood	10049
Tamang	NonFormal-Other	Himalayan	10000-20000	Electricity	0
Tamang	NonFormal-Other	Himalayan	10000-20000	Gobar Gas	10
Tamang	NonFormal-Other	Himalayan	10000-20000	Kerosene	1
Tamang	NonFormal-Other	Himalayan	10000-20000	LP Gas	332
Tamang	NonFormal-Other	Himalayan	10000-20000	Others	2
Tamang	NonFormal-Other	Himalayan	10000-20000	Wood	5846
Tamang	NonFormal-Other	Himalayan	20000-30000	Electricity	1
Tamang	NonFormal-Other	Himalayan	20000-30000	Gobar Gas	5
Tamang	NonFormal-Other	Himalayan	20000-30000	Kerosene	1
Tamang	NonFormal-Other	Himalayan	20000-30000	LP Gas	215
Tamang	NonFormal-Other	Himalayan	20000-30000	Others	0
Tamang	NonFormal-Other	Himalayan	20000-30000	Wood	1794
Tamang	NonFormal-Other	Himalayan	30000-50000	Electricity	0
Tamang	NonFormal-Other	Himalayan	30000-50000	Gobar Gas	3
Tamang	NonFormal-Other	Himalayan	30000-50000	Kerosene	0
Tamang	NonFormal-Other	Himalayan	30000-50000	LP Gas	95
Tamang	NonFormal-Other	Himalayan	30000-50000	Others	0
Tamang	NonFormal-Other	Himalayan	30000-50000	Wood	407
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	Electricity	0
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	Gobar Gas	1
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	Kerosene	0
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	LP Gas	36
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	Others	0
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	Wood	128
Tamang	Primary	Hilly	0-10000	Electricity	6
Tamang	Primary	Hilly	0-10000	Gobar Gas	89
Tamang	Primary	Hilly	0-10000	Kerosene	3
Tamang	Primary	Hilly	0-10000	LP Gas	421
Tamang	Primary	Hilly	0-10000	Others	15
Tamang	Primary	Hilly	0-10000	Wood	16590
Tamang	Primary	Hilly	10000-20000	Electricity	4
Tamang	Primary	Hilly	10000-20000	Gobar Gas	79
Tamang	Primary	Hilly	10000-20000	Kerosene	1
Tamang	Primary	Hilly	10000-20000	LP Gas	1196
Tamang	Primary	Hilly	10000-20000	Others	7
Tamang	Primary	Hilly	10000-20000	Wood	7647
Tamang	Primary	Hilly	20000-30000	Electricity	0
Tamang	Primary	Hilly	20000-30000	Gobar Gas	33
Tamang	Primary	Hilly	20000-30000	Kerosene	0
Tamang	Primary	Hilly	20000-30000	LP Gas	474
Tamang	Primary	Hilly	20000-30000	Others	2
Tamang	Primary	Hilly	20000-30000	Wood	1556
Tamang	Primary	Hilly	30000-50000	Electricity	0
Tamang	Primary	Hilly	30000-50000	Gobar Gas	10
Tamang	Primary	Hilly	30000-50000	Kerosene	0
Tamang	Primary	Hilly	30000-50000	LP Gas	122
Tamang	Primary	Hilly	30000-50000	Others	0
Tamang	Primary	Hilly	30000-50000	Wood	419
Tamang	Primary	Hilly	50000-ABOVE	Electricity	0
Tamang	Primary	Hilly	50000-ABOVE	Gobar Gas	4
Tamang	Primary	Hilly	50000-ABOVE	Kerosene	0
Tamang	Primary	Hilly	50000-ABOVE	LP Gas	51
Tamang	Primary	Hilly	50000-ABOVE	Others	0
Tamang	Primary	Hilly	50000-ABOVE	Wood	110
Tamang	Primary	Himalayan	0-10000	Electricity	3
Tamang	Primary	Himalayan	0-10000	Gobar Gas	6
Tamang	Primary	Himalayan	0-10000	Kerosene	1
Tamang	Primary	Himalayan	0-10000	LP Gas	236
Tamang	Primary	Himalayan	0-10000	Others	13
Tamang	Primary	Himalayan	0-10000	Wood	10044
Tamang	Primary	Himalayan	10000-20000	Electricity	1
Tamang	Primary	Himalayan	10000-20000	Gobar Gas	9
Tamang	Primary	Himalayan	10000-20000	Kerosene	2
Tamang	Primary	Himalayan	10000-20000	LP Gas	594
Tamang	Primary	Himalayan	10000-20000	Others	4
Tamang	Primary	Himalayan	10000-20000	Wood	6398
Tamang	Primary	Himalayan	20000-30000	Electricity	1
Tamang	Primary	Himalayan	20000-30000	Gobar Gas	1
Tamang	Primary	Himalayan	20000-30000	Kerosene	2
Tamang	Primary	Himalayan	20000-30000	LP Gas	343
Tamang	Primary	Himalayan	20000-30000	Others	0
Tamang	Primary	Himalayan	20000-30000	Wood	1594
Tamang	Primary	Himalayan	30000-50000	Electricity	0
Tamang	Primary	Himalayan	30000-50000	Gobar Gas	1
Tamang	Primary	Himalayan	30000-50000	Kerosene	0
Tamang	Primary	Himalayan	30000-50000	LP Gas	125
Tamang	Primary	Himalayan	30000-50000	Others	0
Tamang	Primary	Himalayan	30000-50000	Wood	382
Tamang	Primary	Himalayan	50000-ABOVE	Electricity	0
Tamang	Primary	Himalayan	50000-ABOVE	Gobar Gas	1
Tamang	Primary	Himalayan	50000-ABOVE	Kerosene	0
Tamang	Primary	Himalayan	50000-ABOVE	LP Gas	67
Tamang	Primary	Himalayan	50000-ABOVE	Others	0
Tamang	Primary	Himalayan	50000-ABOVE	Wood	110
Tamang	Secondary	Hilly	0-10000	Electricity	0
Tamang	Secondary	Hilly	0-10000	Gobar Gas	27
Tamang	Secondary	Hilly	0-10000	Kerosene	3
Tamang	Secondary	Hilly	0-10000	LP Gas	377
Tamang	Secondary	Hilly	0-10000	Others	6
Tamang	Secondary	Hilly	0-10000	Wood	4597
Tamang	Secondary	Hilly	10000-20000	Electricity	0
Tamang	Secondary	Hilly	10000-20000	Gobar Gas	51
Tamang	Secondary	Hilly	10000-20000	Kerosene	0
Tamang	Secondary	Hilly	10000-20000	LP Gas	1008
Tamang	Secondary	Hilly	10000-20000	Others	5
Tamang	Secondary	Hilly	10000-20000	Wood	3311
Tamang	Secondary	Hilly	20000-30000	Electricity	1
Tamang	Secondary	Hilly	20000-30000	Gobar Gas	14
Tamang	Secondary	Hilly	20000-30000	Kerosene	0
Tamang	Secondary	Hilly	20000-30000	LP Gas	449
Tamang	Secondary	Hilly	20000-30000	Others	1
Tamang	Secondary	Hilly	20000-30000	Wood	824
Tamang	Secondary	Hilly	30000-50000	Electricity	0
Tamang	Secondary	Hilly	30000-50000	Gobar Gas	9
Tamang	Secondary	Hilly	30000-50000	Kerosene	0
Tamang	Secondary	Hilly	30000-50000	LP Gas	164
Tamang	Secondary	Hilly	30000-50000	Others	1
Tamang	Secondary	Hilly	30000-50000	Wood	232
Tamang	Secondary	Hilly	50000-ABOVE	Electricity	0
Tamang	Secondary	Hilly	50000-ABOVE	Gobar Gas	2
Tamang	Secondary	Hilly	50000-ABOVE	Kerosene	0
Tamang	Secondary	Hilly	50000-ABOVE	LP Gas	66
Tamang	Secondary	Hilly	50000-ABOVE	Others	0
Tamang	Secondary	Hilly	50000-ABOVE	Wood	72
Tamang	Secondary	Himalayan	0-10000	Electricity	1
Tamang	Secondary	Himalayan	0-10000	Gobar Gas	3
Tamang	Secondary	Himalayan	0-10000	Kerosene	1
Tamang	Secondary	Himalayan	0-10000	LP Gas	221
Tamang	Secondary	Himalayan	0-10000	Others	5
Tamang	Secondary	Himalayan	0-10000	Wood	3645
Tamang	Secondary	Himalayan	10000-20000	Electricity	1
Tamang	Secondary	Himalayan	10000-20000	Gobar Gas	9
Tamang	Secondary	Himalayan	10000-20000	Kerosene	1
Tamang	Secondary	Himalayan	10000-20000	LP Gas	614
Tamang	Secondary	Himalayan	10000-20000	Others	2
Tamang	Secondary	Himalayan	10000-20000	Wood	3594
Tamang	Secondary	Himalayan	20000-30000	Electricity	3
Tamang	Secondary	Himalayan	20000-30000	Gobar Gas	3
Tamang	Secondary	Himalayan	20000-30000	Kerosene	0
Tamang	Secondary	Himalayan	20000-30000	LP Gas	392
Tamang	Secondary	Himalayan	20000-30000	Others	1
Tamang	Secondary	Himalayan	20000-30000	Wood	1172
Tamang	Secondary	Himalayan	30000-50000	Electricity	0
Tamang	Secondary	Himalayan	30000-50000	Gobar Gas	2
Tamang	Secondary	Himalayan	30000-50000	Kerosene	0
Tamang	Secondary	Himalayan	30000-50000	LP Gas	176
Tamang	Secondary	Himalayan	30000-50000	Others	0
Tamang	Secondary	Himalayan	30000-50000	Wood	324
Tamang	Secondary	Himalayan	50000-ABOVE	Electricity	0
Tamang	Secondary	Himalayan	50000-ABOVE	Gobar Gas	0
Tamang	Secondary	Himalayan	50000-ABOVE	Kerosene	0
Tamang	Secondary	Himalayan	50000-ABOVE	LP Gas	97
Tamang	Secondary	Himalayan	50000-ABOVE	Others	2
Tamang	Secondary	Himalayan	50000-ABOVE	Wood	111
Tamang	University	Hilly	0-10000	Electricity	0
Tamang	University	Hilly	0-10000	Gobar Gas	1
Tamang	University	Hilly	0-10000	Kerosene	0
Tamang	University	Hilly	0-10000	LP Gas	17
Tamang	University	Hilly	0-10000	Others	0
Tamang	University	Hilly	0-10000	Wood	150
Tamang	University	Hilly	10000-20000	Electricity	0
Tamang	University	Hilly	10000-20000	Gobar Gas	7
Tamang	University	Hilly	10000-20000	Kerosene	0
Tamang	University	Hilly	10000-20000	LP Gas	65
Tamang	University	Hilly	10000-20000	Others	0
Tamang	University	Hilly	10000-20000	Wood	234
Tamang	University	Hilly	20000-30000	Electricity	0
Tamang	University	Hilly	20000-30000	Gobar Gas	5
Tamang	University	Hilly	20000-30000	Kerosene	0
Tamang	University	Hilly	20000-30000	LP Gas	57
Tamang	University	Hilly	20000-30000	Others	0
Tamang	University	Hilly	20000-30000	Wood	82
Tamang	University	Hilly	30000-50000	Electricity	0
Tamang	University	Hilly	30000-50000	Gobar Gas	0
Tamang	University	Hilly	30000-50000	Kerosene	0
Tamang	University	Hilly	30000-50000	LP Gas	36
Tamang	University	Hilly	30000-50000	Others	0
Tamang	University	Hilly	30000-50000	Wood	27
Tamang	University	Hilly	50000-ABOVE	Electricity	0
Tamang	University	Hilly	50000-ABOVE	Gobar Gas	0
Tamang	University	Hilly	50000-ABOVE	Kerosene	0
Tamang	University	Hilly	50000-ABOVE	LP Gas	8
Tamang	University	Hilly	50000-ABOVE	Others	0
Tamang	University	Hilly	50000-ABOVE	Wood	8
Tamang	University	Himalayan	0-10000	Electricity	0
Tamang	University	Himalayan	0-10000	Gobar Gas	0
Tamang	University	Himalayan	0-10000	Kerosene	0
Tamang	University	Himalayan	0-10000	LP Gas	13
Tamang	University	Himalayan	0-10000	Others	0
Tamang	University	Himalayan	0-10000	Wood	95
Tamang	University	Himalayan	10000-20000	Electricity	0
Tamang	University	Himalayan	10000-20000	Gobar Gas	0
Tamang	University	Himalayan	10000-20000	Kerosene	0
Tamang	University	Himalayan	10000-20000	LP Gas	47
Tamang	University	Himalayan	10000-20000	Others	0
Tamang	University	Himalayan	10000-20000	Wood	209
Tamang	University	Himalayan	20000-30000	Electricity	0
Tamang	University	Himalayan	20000-30000	Gobar Gas	0
Tamang	University	Himalayan	20000-30000	Kerosene	0
Tamang	University	Himalayan	20000-30000	LP Gas	50
Tamang	University	Himalayan	20000-30000	Others	0
Tamang	University	Himalayan	20000-30000	Wood	94
Tamang	University	Himalayan	30000-50000	Electricity	0
Tamang	University	Himalayan	30000-50000	Gobar Gas	0
Tamang	University	Himalayan	30000-50000	Kerosene	0
Tamang	University	Himalayan	30000-50000	LP Gas	29
Tamang	University	Himalayan	30000-50000	Others	0
Tamang	University	Himalayan	30000-50000	Wood	33
Tamang	University	Himalayan	50000-ABOVE	Electricity	0
Tamang	University	Himalayan	50000-ABOVE	Gobar Gas	0
Tamang	University	Himalayan	50000-ABOVE	Kerosene	0
Tamang	University	Himalayan	50000-ABOVE	LP Gas	12
Tamang	University	Himalayan	50000-ABOVE	Others	0
Tamang	University	Himalayan	50000-ABOVE	Wood	11
